#SampleID	anonymized_name	collection_timestamp	contributor	country	depth	description	dna_extracted	elevation	emp_status	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_status	host_subject_id	host_taxid	lane	latitude	life_stage	longitude	name_in_metadata	notes	observations	old_title	ph	physical_specimen_location	physical_specimen_remaining	preprocessing_of_the_sponge_tissue	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	salinity_ppt	sample_type	sampling_site	scientific_name	scientific_order	study_id	taxon_id	title	water_temperature_degrees_c
10793.Webster.4.H4.370.1181890	Webster.4.H4.370.1181890	11/4/12	Webster	Papua New Guinea	5	Coelocarteria singaporensis Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Coelocarteria singaporensis	Coelocarteria singaporensis	Healthy	Webster.4.H4.370	281036.0	EMP_Thomas_sponges_16S_L008	-9.75403	Adult	143.41833	Webster.4.H4.370	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Torres Strait	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	27.6
10793.Webster.2.C9.126.1181651	Webster.2.C9.126.1181651	1/14/12	Webster	Australia	1	Rhopaloeides disp 0.4% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.C9.126	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.C9.126	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Axinellida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.2.G5.170.1181815	Webster.2.G5.170.1181815	1/14/12	Webster	Australia	1	Rhopaloeides oil + disp 0% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.G5.170	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.G5.170	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.3.C4.216.1181068	Webster.3.C4.216.1181068	6/14/12	Webster	Australia	12	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.C4.216	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.C4.216	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.H11.188.1181581	Webster.2.H11.188.1181581	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.2.H11.188	593584.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.H11.188	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Poecilosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.4.E1.331.1181805	Webster.4.E1.331.1181805	12/23/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 8	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E1.331	1162776.0	EMP_Thomas_sponges_16S_L008	-18.5996	Adult	146.49222	Webster.4.E1.331	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island, Little Pioneer Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.6
10793.Webster.3.E4.240.1181040	Webster.3.E4.240.1181040	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.E4.240	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.E4.240	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.H5.277.1182127	Webster.3.H5.277.1182127	10/19/11	Webster	Australia	16	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.H5.277	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.H5.277	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.2.F10.163.1182322	Webster.2.F10.163.1182322	1/14/12	Webster	Australia	1	Rhopaloeides oil + disp 1.6% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.F10.163	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.F10.163	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Axinellida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.4.E4.334.1182002	Webster.4.E4.334.1182002	12/26/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 16	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E4.334	1162776.0	EMP_Thomas_sponges_16S_L008	-16.053079999999998	Adult	123.35887	Webster.4.E4.334	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.2.G6.171.1181096	Webster.2.G6.171.1181096	1/14/12	Webster	Australia	1	Rhopaloeides oil + disp 0% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.G6.171	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.G6.171	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Poecilosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.4.H8.374.1182369	Webster.4.H8.374.1182369	11/4/12	Webster	Papua New Guinea	5	Cinachyra sp. Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Cinachyra sp.	Cinachyrella alloclada	Healthy	Webster.4.H8.374	666329.0	EMP_Thomas_sponges_16S_L008	-9.75403	Adult	143.41833	Webster.4.H8.374	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Torres Strait	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	27.6
10793.Webster.3.D2.226.1181227	Webster.3.D2.226.1181227	6/14/12	Webster	Australia	12	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.D2.226	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.D2.226	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True				10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.F7.255.1181058	Webster.3.F7.255.1181058	4/21/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.F7.255	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.F7.255	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.F5.253.1181330	Webster.3.F5.253.1181330	4/21/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.F5.253	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.F5.253	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.2.C11.128.1181405	Webster.2.C11.128.1181405	1/14/12	Webster	Australia	1	Rhopaloeides disp 0.8% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.C11.128	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.C11.128	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Axinellida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.2.F7.160.1181985	Webster.2.F7.160.1181985	1/14/12	Webster	Australia	1	Rhopaloeides oil + disp 0% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.F7.160	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.F7.160	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Poecilosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.2.G2.167.1181545	Webster.2.G2.167.1181545	1/14/12	Webster	Australia	1	Rhopaloeides oil + disp 50% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.G2.167	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.G2.167	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.5.C8.408.1181182	Webster.5.C8.408.1181182	12/4/12	Webster	Papua New Guinea	8	Stylissa massa Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Stylissa massa	Stylissa massa	Healthy	Webster.5.C8.408	279589.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.C8.408	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.F12.354.1181371	Webster.4.F12.354.1181371	11/4/12	Webster	Papua New Guinea	5	Coelocarteria singaporensis Bubble Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Coelocarteria singaporensis	Coelocarteria singaporensis	Healthy	Webster.4.F12.354	281036.0	EMP_Thomas_sponges_16S_L008	-14.17705	Adult	121.8817	Webster.4.F12.354	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Scott Reef, NW atoll, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.2.D12.141.1181416	Webster.2.D12.141.1181416	1/14/12	Webster	Australia	1	Rhopaloeides oil 25% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.D12.141	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.D12.141	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Haplosclerida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.3.C10.222.1182335	Webster.3.C10.222.1182335	6/14/12	Webster	Australia	12	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.C10.222	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.C10.222	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.G1.261.1182161	Webster.3.G1.261.1182161	10/23/11	Webster	Australia	0	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.G1.261	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.G1.261	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.3.B5.205.1181079	Webster.3.B5.205.1181079	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.B5.205	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.B5.205	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
